,names,stars,reviews,polarity,subjectivity,Pol_Analysis,stars_analysis
2225,Akhil,5.0 out of 5 stars,Party at home,0.0,0.0,Nutral,Satisfied
2226,Vinit Modi,5.0 out of 5 stars,Top product,0.5,0.5,Positive,Satisfied
2227,Sk Sajahan,4.0 out of 5 stars,Good product..,0.7,0.6000000000000001,Positive,Satisfied
2228,Kushal Porania,5.0 out of 5 stars,Amazing buy,0.6000000000000001,0.9,Positive,Satisfied
2229,Prateek Madhesiya,5.0 out of 5 stars,.,0.0,0.0,Nutral,Satisfied
2230,Soumitra,5.0 out of 5 stars,Awesome product,1.0,1.0,Positive,Satisfied
2231,Narendra shivota,5.0 out of 5 stars,Best product in small range,0.375,0.35,Positive,Satisfied
2232,Ram chandra,5.0 out of 5 stars,Sound quality,0.4,0.4,Positive,Satisfied
2233,jitesh,5.0 out of 5 stars,Worth it,0.3,0.1,Positive,Satisfied
2234,VIKASH KUMAR,5.0 out of 5 stars,Satisfactory,0.0,0.0,Nutral,Satisfied
2235,Abhi Gandhi,5.0 out of 5 stars,Great Great Quality,0.8,0.75,Positive,Satisfied
2236,A.N.Naveen kumar,5.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
2237,shilash,4.0 out of 5 stars,Excellent!!,1.0,1.0,Positive,Satisfied
2238,Ankur goel,5.0 out of 5 stars,एक्सीलेंट,0.0,0.0,Nutral,Satisfied
2239,Surender n.,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2240,Pravin,5.0 out of 5 stars,Superb sound quality,0.7,0.7,Positive,Satisfied
2241,Abhay S.,4.0 out of 5 stars,Money worth,0.3,0.1,Positive,Satisfied
2242,debasmita bagchi,5.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
2243,Abhinav singh,4.0 out of 5 stars,Jbl,0.0,0.0,Nutral,Satisfied
2244,Anirban Saha.,5.0 out of 5 stars,The speaker worth to be bought...,0.3,0.1,Positive,Satisfied
2245,Sangay Thinlay,5.0 out of 5 stars,Good deal,0.7,0.6000000000000001,Positive,Satisfied
2246,Amazon Customer,5.0 out of 5 stars,Hi,0.0,0.0,Nutral,Satisfied
2247,CHIRANJIB SAHARIA,4.0 out of 5 stars,AMAZING PRODUCT,0.6000000000000001,0.9,Positive,Satisfied
2248,Prashant athawale,3.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Dont_Know
2249,Jeevan l.,1.0 out of 5 stars,No any help by amazon,0.0,0.0,Nutral,Not_Satisfied
2250,Dhiren panwar,3.0 out of 5 stars,Not so good,0.7,0.6000000000000001,Positive,Dont_Know
2251,Anjali,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
2252,Manish yadav,4.0 out of 5 stars,Satisfied,0.5,1.0,Positive,Satisfied
2253,Subhash chandra verma,5.0 out of 5 stars,Value of money,0.0,0.0,Nutral,Satisfied
2254,Nidhin,5.0 out of 5 stars,No need of second thought!,0.0,0.0,Nutral,Satisfied
2255,Amazon Customer,5.0 out of 5 stars,"One word ""Best Product""",1.0,0.3,Positive,Satisfied
2256,Amazon Customer,4.0 out of 5 stars,Nice product,0.6,1.0,Positive,Satisfied
2257,akshay,5.0 out of 5 stars,Best Bluetooth speaker at Best price,1.0,0.3,Positive,Satisfied
2258,Moumita,5.0 out of 5 stars,A very good product,0.9099999999999999,0.7800000000000001,Positive,Satisfied
2259,N. C. Mohan,5.0 out of 5 stars,Amazing,0.6000000000000001,0.9,Positive,Satisfied
2260,Amazon Customer,5.0 out of 5 stars,Sound quality,0.4,0.4,Positive,Satisfied
2261,Chetan sharma,5.0 out of 5 stars,Paisa wasool,0.0,0.0,Nutral,Satisfied
2262,jasbir singh,5.0 out of 5 stars,Value for money,0.0,0.0,Nutral,Satisfied
2263,Keval Patel,5.0 out of 5 stars,Just go for it,0.0,0.0,Nutral,Satisfied
2264,Deepak Kumar Yadav,5.0 out of 5 stars,"JBL ,THE KING OF BLUETOOTH SPEAKERS",0.0,0.0,Nutral,Satisfied
2265,Enamul,5.0 out of 5 stars,Wooooow,0.0,0.0,Nutral,Satisfied
2266,Bhanu Pratap,4.0 out of 5 stars,Awesome product,1.0,1.0,Positive,Satisfied
2267,amit,1.0 out of 5 stars,Mic,0.0,0.0,Nutral,Not_Satisfied
2268,Chandan,5.0 out of 5 stars,Just awesome...,1.0,1.0,Positive,Satisfied
2269,Bijan Mallick,4.0 out of 5 stars,CUTENESS,0.0,0.0,Nutral,Satisfied
2270,shivam kumar,5.0 out of 5 stars,Outstanding,0.5,0.875,Positive,Satisfied
2271,Aditya Rungta,5.0 out of 5 stars,Everyone should buy it,0.0,0.0,Nutral,Satisfied
2272,Sanjaygaikwad,5.0 out of 5 stars,Superb,1.0,1.0,Positive,Satisfied
2273,diskit d.,5.0 out of 5 stars,Good products,0.7,0.6000000000000001,Positive,Satisfied
2274,shiva,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2275,sarthak,5.0 out of 5 stars,Review,0.0,0.0,Nutral,Satisfied
2276,Amazon Customer,1.0 out of 5 stars,Fake piece not working,-0.5,1.0,Negative,Not_Satisfied
2277,saurav,5.0 out of 5 stars,Awsome,0.0,0.0,Nutral,Satisfied
2278,Satinder Paul,4.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
2279,Abhinas das,5.0 out of 5 stars,Jbl sound,0.4,0.4,Positive,Satisfied
2280,Narender Kumar,5.0 out of 5 stars,Best bluetooth speaker,1.0,0.3,Positive,Satisfied
2281,Amazon Customer,5.0 out of 5 stars,Very good product,0.9099999999999999,0.7800000000000001,Positive,Satisfied
2282,Kiran,5.0 out of 5 stars,Value of money,0.0,0.0,Nutral,Satisfied
2283,Anoop,5.0 out of 5 stars,Small smart with good sound quality,0.26607142857142857,0.5107142857142858,Positive,Satisfied
2284,Mejo,5.0 out of 5 stars,Jbl,0.0,0.0,Nutral,Satisfied
2285,Heena,5.0 out of 5 stars,This cable not good,-0.35,0.6000000000000001,Negative,Satisfied
2286,ankit verma,4.0 out of 5 stars,Good and worthy product,0.5166666666666666,0.8,Positive,Satisfied
2287,ANURAG RAWAT,4.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
2288,subhash,4.0 out of 5 stars,Can be better,0.5,0.5,Positive,Satisfied
2289,Amazon Customer,5.0 out of 5 stars,"Very good packing , Fast delivery",0.5549999999999999,0.6900000000000001,Positive,Satisfied
2290,Jignesh,5.0 out of 5 stars,Nice one,0.6,1.0,Positive,Satisfied
2291,Travi balan,5.0 out of 5 stars,Must buy,0.0,0.0,Nutral,Satisfied
2292,NILANJANA BHATTACHARYYA,5.0 out of 5 stars,Amazing speakers,0.6000000000000001,0.9,Positive,Satisfied
2293,Amazon Customer,5.0 out of 5 stars,"Best sound quality, looks and battery life",0.7,0.35,Positive,Satisfied
2294,Rajeev,5.0 out of 5 stars,good,0.7,0.6000000000000001,Positive,Satisfied
2295,Cliona D'costa,5.0 out of 5 stars,"Worth buying, Good bass",0.2833333333333333,0.4000000000000001,Positive,Satisfied
2296,komal manure,5.0 out of 5 stars,Sound quality and bass very good,0.38666666666666666,0.56,Positive,Satisfied
2297,Rohan middha,5.0 out of 5 stars,Reasonable price,0.2,0.6,Positive,Satisfied
2298,Shani Giri,5.0 out of 5 stars,nice sound & look,0.5,0.7,Positive,Satisfied
2299,Debaraj Majhi,3.0 out of 5 stars,Super sound JBL,0.3666666666666667,0.5333333333333333,Positive,Dont_Know
2300,Naz,5.0 out of 5 stars,Beast,0.0,0.0,Nutral,Satisfied
2301,Rajdip biswas,5.0 out of 5 stars,plees going for bu6 now,0.0,0.0,Nutral,Satisfied
2302,C Lalremsiama,5.0 out of 5 stars,There should be a stand or a shape/design to fix the device where it is being placed.,0.0,0.0,Nutral,Satisfied
2303,Satyendra Sharma,2.0 out of 5 stars,Cange jbl,0.0,0.0,Nutral,Not_Satisfied
2304,Rk Ishwarchand,5.0 out of 5 stars,Best product with best price,1.0,0.3,Positive,Satisfied
2305,Luckky Dhiman,5.0 out of 5 stars,I m happy,0.8,1.0,Positive,Satisfied
2306,Shubham Gupta,4.0 out of 5 stars,Sound and battery quality,0.4,0.4,Positive,Satisfied
2307,Vivek singh,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2308,Ankit Chawla,4.0 out of 5 stars,Sound quality is good,0.55,0.5,Positive,Satisfied
2309,Bharat Bhushan,5.0 out of 5 stars,Base,-0.8,1.0,Negative,Satisfied
2310,Abhishek,5.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
2311,Girish Naik,5.0 out of 5 stars,Worth it,0.3,0.1,Positive,Satisfied
2312,Syam,5.0 out of 5 stars,Good sound quality...,0.55,0.5,Positive,Satisfied
2313,Shyam sundar bera,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2314,Ankita Parate,4.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
2315,coolshobin,5.0 out of 5 stars,Go for it.,0.0,0.0,Nutral,Satisfied
2316,Amazon Customer,5.0 out of 5 stars,Great product,0.8,0.75,Positive,Satisfied
2317,sudheendra,5.0 out of 5 stars,Best Bluetooth speaker.,1.0,0.3,Positive,Satisfied
2318,Rahul,5.0 out of 5 stars,Awesome  bass,0.425,0.75,Positive,Satisfied
2319,P V Srikanth,5.0 out of 5 stars,Great value for money,0.8,0.75,Positive,Satisfied
2320,Joseph,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2321,ANKUR SRIVASTAVA,5.0 out of 5 stars,Superb,1.0,1.0,Positive,Satisfied
2322,samir,5.0 out of 5 stars,Best Speaker to use,1.0,0.3,Positive,Satisfied
2323,Rohan Basak,4.0 out of 5 stars,Great speaker .. worth the price,0.55,0.425,Positive,Satisfied
2324,Ram,1.0 out of 5 stars,Problem,0.0,0.0,Nutral,Not_Satisfied
2325,Heena,5.0 out of 5 stars,Best speaker,1.0,0.3,Positive,Satisfied
2326,Sattivel,4.0 out of 5 stars,Very useful us,0.39,0.0,Positive,Satisfied
2327,nagamunireddy,5.0 out of 5 stars,awesome 👍,1.0,1.0,Positive,Satisfied
2328,Prakash Shah,5.0 out of 5 stars,Superb,1.0,1.0,Positive,Satisfied
2329,Shijo.M,5.0 out of 5 stars,Amazing product,0.6000000000000001,0.9,Positive,Satisfied
2330,O P Singh,4.0 out of 5 stars,Good sound quality and battery back up,0.3666666666666667,0.3333333333333333,Positive,Satisfied
2331,ritik verma,5.0 out of 5 stars,Great buy,0.8,0.75,Positive,Satisfied
2332,Chaitra,5.0 out of 5 stars,Wow,0.1,1.0,Positive,Satisfied
2333,Narendra Kumar Sahu,5.0 out of 5 stars,Excellent product,1.0,1.0,Positive,Satisfied
2334,Amazon Customer,5.0 out of 5 stars,Good item,0.7,0.6000000000000001,Positive,Satisfied
2335,jalaj,4.0 out of 5 stars,Awesome product,1.0,1.0,Positive,Satisfied
2336,Sai army,5.0 out of 5 stars,Super,0.3333333333333333,0.6666666666666666,Positive,Satisfied
2337,Arpit Agarwal,4.0 out of 5 stars,Good as per price,0.7,0.6000000000000001,Positive,Satisfied
2338,Mayank,4.0 out of 5 stars,bettry backup is no good,-0.35,0.6000000000000001,Negative,Satisfied
2339,Amazon Customer,2.0 out of 5 stars,Best sound quality.,0.7,0.35,Positive,Not_Satisfied
2340,Jiyan,5.0 out of 5 stars,Pole sathanam,0.0,0.0,Nutral,Satisfied
2341,Pratik Panchal,5.0 out of 5 stars,Best in class,1.0,0.3,Positive,Satisfied
2342,Agnidev sarkar,5.0 out of 5 stars,Attractive Product,0.8,1.0,Positive,Satisfied
2343,Prutha joshi,5.0 out of 5 stars,Please take,0.0,0.0,Nutral,Satisfied
2344,praveen k.,5.0 out of 5 stars,Good sound quality,0.55,0.5,Positive,Satisfied
2345,Ritin Ramola,3.0 out of 5 stars,Just Average,-0.15,0.39999999999999997,Negative,Dont_Know
2346,Amazon Customer,5.0 out of 5 stars,Very nice,0.78,1.0,Positive,Satisfied
2347,Raju peripogu,5.0 out of 5 stars,JBL is the best,1.0,0.3,Positive,Satisfied
2348,Ankit Chaurasia,5.0 out of 5 stars,Excellent,1.0,1.0,Positive,Satisfied
2349,Uday,5.0 out of 5 stars,Good one,0.7,0.6000000000000001,Positive,Satisfied
2350,Jatin rattan,5.0 out of 5 stars,Worth product,0.3,0.1,Positive,Satisfied
2351,Manish Singh,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2352,Dipti Ranjan Sahoo,5.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
2353,Vishnu v dev,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2354,Subham,5.0 out of 5 stars,Nice product,0.6,1.0,Positive,Satisfied
2355,Kaushik,5.0 out of 5 stars,Superb sound,0.7,0.7,Positive,Satisfied
2356,rahul,5.0 out of 5 stars,Hat's off to jbl,0.0,0.0,Nutral,Satisfied
2357,Pintu M.,5.0 out of 5 stars,Jbl 🔊,0.0,0.0,Nutral,Satisfied
2358,PRADIP BISWAS,5.0 out of 5 stars,Nice products,0.6,1.0,Positive,Satisfied
2359,Amazon Customer,5.0 out of 5 stars,Value for money,0.0,0.0,Nutral,Satisfied
2360,Prakash Pathak,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2361,Shubhankar S.,5.0 out of 5 stars,Ok,0.5,0.5,Positive,Satisfied
2362,Suryansh tyagi,5.0 out of 5 stars,Nice,0.6,1.0,Positive,Satisfied
2363,piuyesh,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2364,Gagan Arora,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2365,Sanjay sankhyan,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2366,VIPUL,4.0 out of 5 stars,Fine,0.4166666666666667,0.5,Positive,Satisfied
2367,Gautam Paul,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2368,pritam thorat,5.0 out of 5 stars,Worth of money,0.3,0.1,Positive,Satisfied
2369,k.NITHIN GOUD,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2370,A John,5.0 out of 5 stars,its good,0.7,0.6000000000000001,Positive,Satisfied
2371,Jackraaz,3.0 out of 5 stars,Average,-0.15,0.39999999999999997,Negative,Dont_Know
2372,rajasekar,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2373,mithilesh parsad,5.0 out of 5 stars,Good overall,0.35,0.30000000000000004,Positive,Satisfied
2374,Gaurav Gupta,5.0 out of 5 stars,Super product,0.3333333333333333,0.6666666666666666,Positive,Satisfied
2375,Anita garodia,5.0 out of 5 stars,Awsm,0.0,0.0,Nutral,Satisfied
2376,Vallabh,4.0 out of 5 stars,Good purchase overall,0.35,0.30000000000000004,Positive,Satisfied
2377,Jayant prajapati,5.0 out of 5 stars,nice product,0.6,1.0,Positive,Satisfied
2378,Suryam Srujan,5.0 out of 5 stars,Awsome,0.0,0.0,Nutral,Satisfied
2379,Amazon Customer,5.0 out of 5 stars,Jbl,0.0,0.0,Nutral,Satisfied
2380,Suraj Baranwal,5.0 out of 5 stars,Awesome.,1.0,1.0,Positive,Satisfied
2381,Tirthankar jana,5.0 out of 5 stars,Worthy buying,0.3333333333333333,1.0,Positive,Satisfied
2382,Amazon Customer,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2383,gursharn singh,5.0 out of 5 stars,Amazing battery not-stop music all days,0.6000000000000001,0.9,Positive,Satisfied
2384,Rishikesh Singh,5.0 out of 5 stars,Nice,0.6,1.0,Positive,Satisfied
2385,Sujoy Ghosh,5.0 out of 5 stars,JBL IS THE BEST,1.0,0.3,Positive,Satisfied
2386,Alok The Rising Star,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2387,Raj Nish,5.0 out of 5 stars,Product is to good,0.7,0.6000000000000001,Positive,Satisfied
2388,Vivek kumar,5.0 out of 5 stars,Ek no sound quality hai,-0.2,0.4,Negative,Satisfied
2389,Abhishek,5.0 out of 5 stars,super,0.3333333333333333,0.6666666666666666,Positive,Satisfied
2390,C das,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2391,Yankush raj,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
2392,Ganesh Kumar,4.0 out of 5 stars,Nice product,0.6,1.0,Positive,Satisfied
2393,Bijit,5.0 out of 5 stars,Sukun milta ha,0.0,0.0,Nutral,Satisfied
2394,Jaytam Ganguly,5.0 out of 5 stars,Worth d money,0.3,0.1,Positive,Satisfied
2395,harsh,5.0 out of 5 stars,Big thumbs up,0.0,0.1,Nutral,Satisfied
2396,Amazon Customer,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
2397,Indranil Chakraborty,5.0 out of 5 stars,Nice product,0.6,1.0,Positive,Satisfied
2398,Wangel Tamang,5.0 out of 5 stars,JBL,0.0,0.0,Nutral,Satisfied
2399,Amazon Customer,5.0 out of 5 stars,Loved the product,0.7,0.8,Positive,Satisfied
2400,Debasish s.,5.0 out of 5 stars,"Osm speaker,  sound quality omg ,best budget speaker",0.7,0.35,Positive,Satisfied
2401,pranu,5.0 out of 5 stars,Outstanding,0.5,0.875,Positive,Satisfied
2402,Amazon Customer,5.0 out of 5 stars,Great product,0.8,0.75,Positive,Satisfied
2403,Sathish,5.0 out of 5 stars,JBL Bluetooth speaker,0.0,0.0,Nutral,Satisfied
2404,Amazon Customer,5.0 out of 5 stars,Excellent,1.0,1.0,Positive,Satisfied
2405,Ankur Chauhan,3.0 out of 5 stars,Nice product,0.6,1.0,Positive,Dont_Know
2406,Joyline M.,5.0 out of 5 stars,Great!,1.0,0.75,Positive,Satisfied
2407,Anurag sharma,4.0 out of 5 stars,Battery backup not good,-0.35,0.6000000000000001,Negative,Satisfied
2408,Nitu singh,1.0 out of 5 stars,Not satisfied,-0.25,1.0,Negative,Not_Satisfied
2409,Amazon Customer,5.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
2410,suman pattanayak,1.0 out of 5 stars,No warranty card,0.0,0.0,Nutral,Not_Satisfied
2411,jitendra kumar,5.0 out of 5 stars,Amazing,0.6000000000000001,0.9,Positive,Satisfied
2412,swapnil,4.0 out of 5 stars,Nice 👌🏻,0.6,1.0,Positive,Satisfied
2413,PRASANTH,5.0 out of 5 stars,Best Seller .. Excellent Experience JBL,1.0,0.65,Positive,Satisfied
2414,prem,5.0 out of 5 stars,Super sound,0.3666666666666667,0.5333333333333333,Positive,Satisfied
2415,PRANAV ANAND,5.0 out of 5 stars,Sound's Good,0.55,0.5,Positive,Satisfied
2416,elphy,5.0 out of 5 stars,Very good,0.9099999999999999,0.7800000000000001,Positive,Satisfied
2417,Awadhesh Pratap Singh Kushwaha,5.0 out of 5 stars,Excellent,1.0,1.0,Positive,Satisfied
2418,Amazon Customer,5.0 out of 5 stars,Zakas,0.0,0.0,Nutral,Satisfied
2419,souvik banerjee,5.0 out of 5 stars,nice one value for money,0.6,1.0,Positive,Satisfied
2420,Rajasekhar GV,5.0 out of 5 stars,Worth to have,0.3,0.1,Positive,Satisfied
2421,Murali,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2422,Amazon Customer,5.0 out of 5 stars,Awesome Product overall,0.5,0.5,Positive,Satisfied
2423,abhishek john,5.0 out of 5 stars,Value for money,0.0,0.0,Nutral,Satisfied
2424,Arunkumar,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
2425,apoorva saxena,5.0 out of 5 stars,It’s very handy,0.78,1.0,Positive,Satisfied
2426,Vivek,5.0 out of 5 stars,Quality,0.0,0.0,Nutral,Satisfied
2427,DUTH KUMAR MONDAL,5.0 out of 5 stars,Ok,0.5,0.5,Positive,Satisfied
2428,Madiha,4.0 out of 5 stars,V.Useful,0.0,0.0,Nutral,Satisfied
2429,Rich,5.0 out of 5 stars,Good buy,0.7,0.6000000000000001,Positive,Satisfied
2430,Praveena,4.0 out of 5 stars,Speaker,0.0,0.0,Nutral,Satisfied
2431,soundar,5.0 out of 5 stars,Simply awsome nice product to buy,0.3,0.6785714285714286,Positive,Satisfied
2432,SHUBHAM,5.0 out of 5 stars,Happy,0.8,1.0,Positive,Satisfied
2433,Ajay Kumar,5.0 out of 5 stars,Great,0.8,0.75,Positive,Satisfied
2434,AMAN KUMAR PANDIT,5.0 out of 5 stars,Sound,0.4,0.4,Positive,Satisfied
2435,Piyush mittal,5.0 out of 5 stars,JBL FLIP 3,0.0,0.0,Nutral,Satisfied
2436,sushma jaswal,5.0 out of 5 stars,I am happy to buy this,0.8,1.0,Positive,Satisfied
2437,Saikat Karmakar,5.0 out of 5 stars,Good speaker,0.7,0.6000000000000001,Positive,Satisfied
2438,Ashwani,5.0 out of 5 stars,Nice product,0.6,1.0,Positive,Satisfied
2439,Deepak verma,5.0 out of 5 stars,Amazing paisa vasool,0.6000000000000001,0.9,Positive,Satisfied
2440,sameer monga,5.0 out of 5 stars,Great product,0.8,0.75,Positive,Satisfied
2441,Ravindra nath pandey,4.0 out of 5 stars,Thanks Amazon,0.2,0.2,Positive,Satisfied
2442,harish kumar,5.0 out of 5 stars,Worth of it,0.3,0.1,Positive,Satisfied
2443,baskaran,4.0 out of 5 stars,Nice,0.6,1.0,Positive,Satisfied
2444,Sonu,5.0 out of 5 stars,Best product,1.0,0.3,Positive,Satisfied
2445,Amazon Customer,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2446,AMEYA,5.0 out of 5 stars,Wonderful,1.0,1.0,Positive,Satisfied
2447,Amazon customer,5.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
2448,Amazon Customer,5.0 out of 5 stars,excellent,1.0,1.0,Positive,Satisfied
2449,Amazon Customer,5.0 out of 5 stars,Overall,0.0,0.0,Nutral,Satisfied
2450,Om,5.0 out of 5 stars,trust jbl,0.0,0.0,Nutral,Satisfied
2451,Meet,5.0 out of 5 stars,Worth to buy this,0.3,0.1,Positive,Satisfied
2452,SNEHASISH SARKAR,5.0 out of 5 stars,Excellent,1.0,1.0,Positive,Satisfied
2453,Prabhat Raghav,5.0 out of 5 stars,Best product for music,1.0,0.3,Positive,Satisfied
2454,moreshvar Parab,5.0 out of 5 stars,JBL,0.0,0.0,Nutral,Satisfied
2455,ANISH,5.0 out of 5 stars,Nicee,0.0,0.0,Nutral,Satisfied
2456,Vishal,5.0 out of 5 stars,Fabulous,0.4,1.0,Positive,Satisfied
2457,sumanta n.,4.0 out of 5 stars,It's good not wow!,0.31875,0.8,Positive,Satisfied
2458,m pradeep reddy,5.0 out of 5 stars,Can buy if price is 3k,0.0,0.0,Nutral,Satisfied
2459,Prajit Chakkattil,5.0 out of 5 stars,.,0.0,0.0,Nutral,Satisfied
2460,Gauri,5.0 out of 5 stars,Very nice,0.78,1.0,Positive,Satisfied
2461,Salim R.,5.0 out of 5 stars,Buy it no doubt,0.0,0.0,Nutral,Satisfied
2462,abhishek,5.0 out of 5 stars,Sound quality,0.4,0.4,Positive,Satisfied
2463,Abhi100,5.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
2464,Sonu,5.0 out of 5 stars,Excellent product,1.0,1.0,Positive,Satisfied
2465,Ashim Hazarika,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
2466,Ravi Hingane,5.0 out of 5 stars,5 retaing,0.0,0.0,Nutral,Satisfied
2467,Deepesh Verma,5.0 out of 5 stars,Best Bluetooth speaker .,1.0,0.3,Positive,Satisfied
2468,Vinay,4.0 out of 5 stars,amazing sound quality,0.5,0.65,Positive,Satisfied
2469,Prince chandra,5.0 out of 5 stars,JBL,0.0,0.0,Nutral,Satisfied
2470,Biswaranjan Jena,5.0 out of 5 stars,😘,0.0,0.0,Nutral,Satisfied
2471,Shweta,5.0 out of 5 stars,Good Purchase,0.7,0.6000000000000001,Positive,Satisfied
2472,Aamir,4.0 out of 5 stars,Great product,0.8,0.75,Positive,Satisfied
2473,Nithish e.,5.0 out of 5 stars,Original,0.375,0.75,Positive,Satisfied
2474,Bhuvanesh,5.0 out of 5 stars,Simply Superb!!,1.0,1.0,Positive,Satisfied
2475,Baiju N.,4.0 out of 5 stars,Good one,0.7,0.6000000000000001,Positive,Satisfied
2476,Akash Dadgal,4.0 out of 5 stars,Bst in clss,0.0,0.0,Nutral,Satisfied
2477,YESUNESAN,5.0 out of 5 stars,It is a best Bluetooth speaker,1.0,0.3,Positive,Satisfied
2478,Amazon Customer,5.0 out of 5 stars,Loving it,0.6,0.95,Positive,Satisfied
2479,GP,1.0 out of 5 stars,Didn't expect that from JBL,0.0,0.0,Nutral,Not_Satisfied
2480,Saksham Sharma,5.0 out of 5 stars,Great product.,0.8,0.75,Positive,Satisfied
2481,Shivam Yadav,5.0 out of 5 stars,Great Product,0.8,0.75,Positive,Satisfied
2482,Helina,4.0 out of 5 stars,Worth buying love the sound,0.4000000000000001,0.3666666666666667,Positive,Satisfied
2483,AShu,5.0 out of 5 stars,Best,1.0,0.3,Positive,Satisfied
2484,Abu baker Eldool,4.0 out of 5 stars,Flip,0.0,0.0,Nutral,Satisfied
2485,Vinod talib,4.0 out of 5 stars,Not good,-0.35,0.6000000000000001,Negative,Satisfied
2486,DRC,5.0 out of 5 stars,Nice product,0.6,1.0,Positive,Satisfied
2487,SUKHENDU M.,4.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
2488,Faiyaz Hussain,5.0 out of 5 stars,It’s Awesome,1.0,1.0,Positive,Satisfied
2489,Amazon Customer,5.0 out of 5 stars,Excellent,1.0,1.0,Positive,Satisfied
2490,Mallu,3.0 out of 5 stars,Mic,0.0,0.0,Nutral,Dont_Know
2491,Ramendra K.,5.0 out of 5 stars,Superb product,1.0,1.0,Positive,Satisfied
2492,Rishabh Joshi,5.0 out of 5 stars,Nice,0.6,1.0,Positive,Satisfied
2493,Jahid,5.0 out of 5 stars,Excellent product,1.0,1.0,Positive,Satisfied
2494,rohan mejari,4.0 out of 5 stars,Awesome product,1.0,1.0,Positive,Satisfied
2495,vipul bagga,5.0 out of 5 stars,Worth product,0.3,0.1,Positive,Satisfied
2496,ruparel niranjan,5.0 out of 5 stars,Happy,0.8,1.0,Positive,Satisfied
2497,drbaibhavkatiyar,1.0 out of 5 stars,Better price,0.5,0.5,Positive,Not_Satisfied
2498,mohit chaudhary,5.0 out of 5 stars,Nice one,0.6,1.0,Positive,Satisfied
2499,Amazon Customer,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2500,Amazon Customer,5.0 out of 5 stars,Superb,1.0,1.0,Positive,Satisfied
2501,somnath santra,3.0 out of 5 stars,Flip 4 is better then flip 3,0.5,0.5,Positive,Dont_Know
2502,deepak,5.0 out of 5 stars,Nice,0.6,1.0,Positive,Satisfied
2503,kuldeep,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
2504,Sreejesh k m,5.0 out of 5 stars,Pwolii,0.0,0.0,Nutral,Satisfied
2505,malakari,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
2506,Mahesh,5.0 out of 5 stars,Amazing product,0.6000000000000001,0.9,Positive,Satisfied
2507,chirag dhingani,3.0 out of 5 stars,Average,-0.15,0.39999999999999997,Negative,Dont_Know
2508,Umesh U,5.0 out of 5 stars,The power of JBL,0.0,0.0,Nutral,Satisfied
2509,ANAND waghmare,5.0 out of 5 stars,Best choice,1.0,0.3,Positive,Satisfied
2510,AceKil,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
